item_id,transaction_id,product_id,quantity,unit_price,discount_percentage,line_total
ITEM17020,TXN05648,PROD0156,1,111.61,0,111.61
ITEM17021,TXN05648,PROD0319,2,234.95,5,446.4
ITEM17022,TXN05648,PROD0338,1,154.6,10,139.14
ITEM17023,TXN05649,PROD0169,1,687.49,5,653.12
ITEM17024,TXN05649,PROD0068,3,985.71,10,2661.42
ITEM17025,TXN05649,PROD0321,2,592.07,10,1065.73
ITEM17026,TXN05650,PROD0343,1,286.73,5,272.39
ITEM17027,TXN05650,PROD0367,1,173.47,5,164.8
ITEM17028,TXN05650,PROD0405,1,480.55,5,456.52
ITEM17029,TXN05651,PROD0190,1,958.58,10,862.72
ITEM17030,TXN05651,PROD0105,1,34.2,15,29.07
ITEM17031,TXN05651,PROD0378,1,904.99,0,904.99
ITEM17032,TXN05652,PROD0372,2,567.75,5,1078.72
ITEM17033,TXN05652,PROD0433,3,891.71,10,2407.62
ITEM17034,TXN05652,PROD0286,3,952.3,5,2714.05
ITEM17035,TXN05653,PROD0389,3,837.94,5,2388.13
ITEM17036,TXN05653,PROD0061,1,38.73,5,36.79
ITEM17037,TXN05653,PROD0455,3,774.04,15,1973.8
ITEM17038,TXN05653,PROD0493,3,868.66,5,2475.68
ITEM17039,TXN05653,PROD0210,3,743.11,0,2229.33
ITEM17040,TXN05654,PROD0288,2,448.8,0,897.6
ITEM17041,TXN05655,PROD0381,2,145.11,0,290.22
ITEM17042,TXN05655,PROD0410,2,383.54,15,652.02
ITEM17043,TXN05655,PROD0479,1,469.22,10,422.3
ITEM17044,TXN05656,PROD0387,3,130.42,15,332.57
ITEM17045,TXN05657,PROD0296,1,526.13,15,447.21
ITEM17046,TXN05658,PROD0030,2,694.89,0,1389.78
ITEM17047,TXN05658,PROD0241,1,781.5,10,703.35
ITEM17048,TXN05659,PROD0303,2,608.58,15,1034.59
ITEM17049,TXN05659,PROD0294,3,858.64,5,2447.12
ITEM17050,TXN05660,PROD0446,3,839.99,5,2393.97
ITEM17051,TXN05660,PROD0371,3,112.46,5,320.51
ITEM17052,TXN05660,PROD0032,3,818.7,5,2333.3
ITEM17053,TXN05661,PROD0397,3,742.04,15,1892.2
ITEM17054,TXN05661,PROD0126,1,344.2,5,326.99
ITEM17055,TXN05662,PROD0206,1,108.86,0,108.86
ITEM17056,TXN05663,PROD0151,2,657.14,5,1248.57
ITEM17057,TXN05663,PROD0098,2,682.61,0,1365.22
ITEM17058,TXN05663,PROD0401,1,60.82,5,57.78
ITEM17059,TXN05663,PROD0272,1,803.03,5,762.88
ITEM17060,TXN05663,PROD0352,2,217.27,5,412.81
ITEM17061,TXN05664,PROD0106,1,859.02,15,730.17
ITEM17062,TXN05664,PROD0116,1,726.92,0,726.92
ITEM17063,TXN05664,PROD0167,2,119.28,10,214.7
ITEM17064,TXN05664,PROD0458,2,132.81,15,225.78
ITEM17065,TXN05665,PROD0182,1,230.58,15,195.99
ITEM17066,TXN05665,PROD0149,3,723.11,10,1952.4
ITEM17067,TXN05665,PROD0272,1,803.03,10,722.73
ITEM17068,TXN05666,PROD0438,2,560.9,10,1009.62
ITEM17069,TXN05666,PROD0085,3,223.01,0,669.03
ITEM17070,TXN05667,PROD0324,2,352.91,10,635.24
ITEM17071,TXN05668,PROD0143,2,975.73,15,1658.74
ITEM17072,TXN05668,PROD0335,1,785.86,0,785.86
ITEM17073,TXN05668,PROD0277,3,592.97,15,1512.07
ITEM17074,TXN05669,PROD0171,3,232.02,10,626.45
ITEM17075,TXN05669,PROD0247,3,897.59,10,2423.49
ITEM17076,TXN05669,PROD0172,3,102.62,10,277.07
ITEM17077,TXN05669,PROD0081,1,90.62,10,81.56
ITEM17078,TXN05670,PROD0314,1,103.71,5,98.52
ITEM17079,TXN05671,PROD0365,1,177.53,15,150.9
ITEM17080,TXN05671,PROD0269,1,584.49,0,584.49
ITEM17081,TXN05671,PROD0219,2,331.35,15,563.3
ITEM17082,TXN05672,PROD0017,1,57.53,15,48.9
ITEM17083,TXN05672,PROD0020,3,759.91,15,1937.77
ITEM17084,TXN05672,PROD0237,2,370.55,0,741.1
ITEM17085,TXN05673,PROD0191,1,968.06,15,822.85
ITEM17086,TXN05673,PROD0081,1,90.62,15,77.03
ITEM17087,TXN05674,PROD0054,3,758.71,15,1934.71
ITEM17088,TXN05674,PROD0475,3,16.9,15,43.09
ITEM17089,TXN05674,PROD0005,1,948.88,10,853.99
ITEM17090,TXN05674,PROD0348,2,390.6,5,742.14
ITEM17091,TXN05675,PROD0086,3,985.11,10,2659.8
ITEM17092,TXN05675,PROD0214,1,526.99,10,474.29
ITEM17093,TXN05675,PROD0106,1,859.02,0,859.02
ITEM17094,TXN05675,PROD0407,1,196.07,15,166.66
ITEM17095,TXN05676,PROD0402,3,625.74,0,1877.22
ITEM17096,TXN05677,PROD0315,1,984.29,15,836.65
ITEM17097,TXN05677,PROD0328,3,979.89,5,2792.69
ITEM17098,TXN05677,PROD0155,2,308.5,0,617.0
ITEM17099,TXN05677,PROD0243,1,344.63,10,310.17
ITEM17100,TXN05678,PROD0332,2,921.03,10,1657.85
ITEM17101,TXN05678,PROD0229,2,155.75,0,311.5
ITEM17102,TXN05678,PROD0361,3,605.69,5,1726.22
ITEM17103,TXN05678,PROD0066,2,941.11,10,1694.0
ITEM17104,TXN05679,PROD0450,1,426.08,0,426.08
ITEM17105,TXN05679,PROD0277,1,592.97,15,504.02
ITEM17106,TXN05679,PROD0256,1,991.36,15,842.66
ITEM17107,TXN05679,PROD0375,2,608.3,15,1034.11
ITEM17108,TXN05680,PROD0375,3,608.3,15,1551.16
ITEM17109,TXN05680,PROD0389,3,837.94,5,2388.13
ITEM17110,TXN05681,PROD0253,2,920.19,0,1840.38
ITEM17111,TXN05681,PROD0125,2,651.06,10,1171.91
ITEM17112,TXN05681,PROD0293,2,813.28,15,1382.58
ITEM17113,TXN05681,PROD0196,2,865.4,5,1644.26
ITEM17114,TXN05682,PROD0061,2,38.73,10,69.71
ITEM17115,TXN05682,PROD0325,3,321.42,15,819.62
ITEM17116,TXN05682,PROD0433,2,891.71,10,1605.08
ITEM17117,TXN05682,PROD0325,1,321.42,15,273.21
ITEM17118,TXN05682,PROD0218,1,857.14,10,771.43
ITEM17119,TXN05683,PROD0377,1,258.11,15,219.39
ITEM17120,TXN05684,PROD0032,2,818.7,5,1555.53
ITEM17121,TXN05684,PROD0367,2,173.47,5,329.59
ITEM17122,TXN05684,PROD0362,2,786.54,15,1337.12
ITEM17123,TXN05684,PROD0106,3,859.02,0,2577.06
ITEM17124,TXN05685,PROD0365,1,177.53,15,150.9
ITEM17125,TXN05685,PROD0328,1,979.89,0,979.89
ITEM17126,TXN05685,PROD0403,3,266.62,5,759.87
ITEM17127,TXN05685,PROD0309,3,314.05,0,942.15
ITEM17128,TXN05685,PROD0342,1,712.32,10,641.09
ITEM17129,TXN05686,PROD0217,1,180.1,5,171.09
ITEM17130,TXN05686,PROD0041,2,756.23,0,1512.46
ITEM17131,TXN05687,PROD0427,2,426.03,15,724.25
ITEM17132,TXN05687,PROD0444,1,767.83,0,767.83
ITEM17133,TXN05687,PROD0073,1,122.34,5,116.22
ITEM17134,TXN05688,PROD0416,1,690.86,5,656.32
ITEM17135,TXN05688,PROD0172,3,102.62,10,277.07
ITEM17136,TXN05689,PROD0186,3,620.38,15,1581.97
ITEM17137,TXN05689,PROD0328,1,979.89,10,881.9
ITEM17138,TXN05689,PROD0094,2,802.82,15,1364.79
ITEM17139,TXN05689,PROD0347,1,169.97,0,169.97
ITEM17140,TXN05690,PROD0339,1,853.87,15,725.79
ITEM17141,TXN05690,PROD0079,2,778.86,5,1479.83
ITEM17142,TXN05690,PROD0132,1,881.5,0,881.5
ITEM17143,TXN05691,PROD0069,2,484.72,15,824.02
ITEM17144,TXN05691,PROD0264,3,869.86,5,2479.1
ITEM17145,TXN05691,PROD0435,2,295.42,0,590.84
ITEM17146,TXN05691,PROD0143,3,975.73,10,2634.47
ITEM17147,TXN05691,PROD0282,2,102.74,0,205.48
ITEM17148,TXN05692,PROD0356,3,417.52,10,1127.3
ITEM17149,TXN05692,PROD0445,1,482.97,10,434.67
ITEM17150,TXN05692,PROD0352,1,217.27,10,195.54
ITEM17151,TXN05693,PROD0337,3,118.81,5,338.61
ITEM17152,TXN05694,PROD0218,1,857.14,5,814.28
ITEM17153,TXN05695,PROD0118,2,443.64,5,842.92
ITEM17154,TXN05695,PROD0205,1,532.49,5,505.87
ITEM17155,TXN05695,PROD0044,1,727.79,15,618.62
ITEM17156,TXN05695,PROD0249,1,309.83,5,294.34
ITEM17157,TXN05696,PROD0069,1,484.72,0,484.72
ITEM17158,TXN05697,PROD0095,1,455.9,5,433.1
ITEM17159,TXN05697,PROD0452,2,826.46,10,1487.63
ITEM17160,TXN05697,PROD0095,1,455.9,10,410.31
ITEM17161,TXN05697,PROD0247,3,897.59,15,2288.85
ITEM17162,TXN05697,PROD0063,2,833.99,0,1667.98
ITEM17163,TXN05698,PROD0051,1,575.22,5,546.46
ITEM17164,TXN05698,PROD0478,3,753.51,0,2260.53
ITEM17165,TXN05698,PROD0121,2,839.65,0,1679.3
ITEM17166,TXN05699,PROD0055,3,334.48,10,903.1
ITEM17167,TXN05699,PROD0473,1,819.85,5,778.86
ITEM17168,TXN05700,PROD0377,2,258.11,0,516.22
ITEM17169,TXN05700,PROD0439,1,989.44,5,939.97
ITEM17170,TXN05700,PROD0081,3,90.62,10,244.67
ITEM17171,TXN05700,PROD0295,2,909.25,5,1727.57
ITEM17172,TXN05701,PROD0242,3,292.65,15,746.26
ITEM17173,TXN05701,PROD0474,1,416.08,10,374.47
ITEM17174,TXN05702,PROD0339,3,853.87,5,2433.53
ITEM17175,TXN05702,PROD0086,3,985.11,5,2807.56
ITEM17176,TXN05702,PROD0026,2,170.2,0,340.4
ITEM17177,TXN05703,PROD0026,2,170.2,10,306.36
ITEM17178,TXN05703,PROD0035,1,965.08,10,868.57
ITEM17179,TXN05703,PROD0265,1,65.31,0,65.31
ITEM17180,TXN05703,PROD0304,2,713.36,5,1355.38
ITEM17181,TXN05703,PROD0178,2,70.42,10,126.76
ITEM17182,TXN05704,PROD0405,3,480.55,10,1297.49
ITEM17183,TXN05705,PROD0485,2,342.1,15,581.57
ITEM17184,TXN05706,PROD0271,3,193.28,0,579.84
ITEM17185,TXN05706,PROD0099,1,328.23,10,295.41
ITEM17186,TXN05707,PROD0240,1,254.16,5,241.45
ITEM17187,TXN05707,PROD0262,3,189.9,10,512.73
ITEM17188,TXN05707,PROD0458,3,132.81,0,398.43
ITEM17189,TXN05707,PROD0206,1,108.86,10,97.97
ITEM17190,TXN05708,PROD0173,2,863.3,10,1553.94
ITEM17191,TXN05708,PROD0006,2,313.32,15,532.64
ITEM17192,TXN05708,PROD0471,3,834.81,10,2253.99
ITEM17193,TXN05708,PROD0062,2,745.22,10,1341.4
ITEM17194,TXN05709,PROD0061,3,38.73,15,98.76
ITEM17195,TXN05709,PROD0086,2,985.11,5,1871.71
ITEM17196,TXN05710,PROD0487,3,231.32,10,624.56
ITEM17197,TXN05710,PROD0074,3,53.77,15,137.11
ITEM17198,TXN05710,PROD0058,1,589.41,10,530.47
ITEM17199,TXN05711,PROD0493,1,868.66,5,825.23
ITEM17200,TXN05711,PROD0048,1,773.64,10,696.28
ITEM17201,TXN05711,PROD0061,2,38.73,0,77.46
ITEM17202,TXN05712,PROD0296,1,526.13,10,473.52
ITEM17203,TXN05712,PROD0215,1,602.14,5,572.03
ITEM17204,TXN05712,PROD0408,2,213.12,10,383.62
ITEM17205,TXN05712,PROD0421,3,285.61,0,856.83
ITEM17206,TXN05713,PROD0213,3,375.89,5,1071.29
ITEM17207,TXN05713,PROD0130,1,747.39,5,710.02
ITEM17208,TXN05713,PROD0451,2,184.57,5,350.68
ITEM17209,TXN05714,PROD0068,2,985.71,10,1774.28
ITEM17210,TXN05714,PROD0352,3,217.27,10,586.63
ITEM17211,TXN05714,PROD0388,2,341.85,10,615.33
ITEM17212,TXN05714,PROD0179,3,334.63,15,853.31
ITEM17213,TXN05714,PROD0303,3,608.58,15,1551.88
ITEM17214,TXN05715,PROD0326,3,484.03,10,1306.88
ITEM17215,TXN05715,PROD0221,2,497.78,0,995.56
ITEM17216,TXN05716,PROD0184,2,206.98,5,393.26
ITEM17217,TXN05716,PROD0211,2,324.96,10,584.93
ITEM17218,TXN05717,PROD0421,3,285.61,15,728.31
ITEM17219,TXN05717,PROD0231,2,450.47,15,765.8
ITEM17220,TXN05718,PROD0072,1,725.32,10,652.79
ITEM17221,TXN05718,PROD0105,2,34.2,0,68.4
ITEM17222,TXN05718,PROD0366,2,130.13,15,221.22
ITEM17223,TXN05718,PROD0190,1,958.58,5,910.65
ITEM17224,TXN05718,PROD0480,2,233.37,15,396.73
ITEM17225,TXN05719,PROD0091,1,522.05,5,495.95
ITEM17226,TXN05720,PROD0036,2,647.29,10,1165.12
ITEM17227,TXN05720,PROD0247,1,897.59,10,807.83
ITEM17228,TXN05720,PROD0246,1,72.76,10,65.48
ITEM17229,TXN05721,PROD0084,1,566.55,5,538.22
ITEM17230,TXN05721,PROD0110,2,68.31,0,136.62
ITEM17231,TXN05721,PROD0495,3,20.34,15,51.87
ITEM17232,TXN05721,PROD0348,2,390.6,5,742.14
ITEM17233,TXN05722,PROD0435,1,295.42,15,251.11
ITEM17234,TXN05722,PROD0079,3,778.86,10,2102.92
ITEM17235,TXN05723,PROD0161,3,462.24,0,1386.72
ITEM17236,TXN05723,PROD0016,3,504.87,15,1287.42
ITEM17237,TXN05723,PROD0497,2,654.03,0,1308.06
ITEM17238,TXN05724,PROD0304,1,713.36,0,713.36
ITEM17239,TXN05724,PROD0463,2,556.92,5,1058.15
ITEM17240,TXN05725,PROD0253,2,920.19,5,1748.36
ITEM17241,TXN05725,PROD0046,3,76.91,0,230.73
ITEM17242,TXN05726,PROD0119,1,218.94,10,197.05
ITEM17243,TXN05726,PROD0100,1,662.62,5,629.49
ITEM17244,TXN05726,PROD0174,1,468.0,5,444.6
ITEM17245,TXN05726,PROD0380,3,291.69,15,743.81
ITEM17246,TXN05727,PROD0024,1,500.52,0,500.52
ITEM17247,TXN05727,PROD0319,1,234.95,10,211.45
ITEM17248,TXN05727,PROD0440,1,533.04,5,506.39
ITEM17249,TXN05727,PROD0236,2,394.5,0,789.0
ITEM17250,TXN05727,PROD0018,2,570.66,0,1141.32
ITEM17251,TXN05728,PROD0477,3,720.36,15,1836.92
ITEM17252,TXN05729,PROD0152,3,218.83,15,558.02
ITEM17253,TXN05729,PROD0393,1,274.39,10,246.95
ITEM17254,TXN05729,PROD0354,1,284.09,10,255.68
ITEM17255,TXN05729,PROD0262,1,189.9,15,161.41
ITEM17256,TXN05730,PROD0157,3,756.1,10,2041.47
ITEM17257,TXN05731,PROD0457,2,942.47,10,1696.45
ITEM17258,TXN05732,PROD0036,1,647.29,5,614.93
ITEM17259,TXN05732,PROD0118,3,443.64,0,1330.92
ITEM17260,TXN05732,PROD0185,1,887.64,5,843.26
ITEM17261,TXN05732,PROD0013,2,905.45,15,1539.27
ITEM17262,TXN05732,PROD0065,2,70.99,5,134.88
ITEM17263,TXN05733,PROD0069,3,484.72,0,1454.16
ITEM17264,TXN05733,PROD0313,2,965.43,5,1834.32
ITEM17265,TXN05733,PROD0260,3,303.89,15,774.92
ITEM17266,TXN05733,PROD0310,2,23.3,10,41.94
ITEM17267,TXN05734,PROD0235,3,987.89,5,2815.49
ITEM17268,TXN05734,PROD0154,1,289.31,5,274.84
ITEM17269,TXN05734,PROD0399,2,483.46,5,918.57
ITEM17270,TXN05734,PROD0170,2,195.7,5,371.83
ITEM17271,TXN05735,PROD0497,2,654.03,10,1177.25
ITEM17272,TXN05735,PROD0202,2,994.96,0,1989.92
ITEM17273,TXN05735,PROD0351,2,113.58,0,227.16
ITEM17274,TXN05735,PROD0485,3,342.1,15,872.36
ITEM17275,TXN05736,PROD0111,2,369.53,10,665.15
ITEM17276,TXN05737,PROD0294,1,858.64,5,815.71
ITEM17277,TXN05737,PROD0258,2,831.68,0,1663.36
ITEM17278,TXN05737,PROD0453,2,888.1,10,1598.58
ITEM17279,TXN05737,PROD0207,1,714.14,15,607.02
ITEM17280,TXN05738,PROD0066,2,941.11,5,1788.11
ITEM17281,TXN05739,PROD0488,2,920.45,15,1564.77
ITEM17282,TXN05739,PROD0405,2,480.55,0,961.1
ITEM17283,TXN05739,PROD0469,3,458.89,15,1170.17
ITEM17284,TXN05740,PROD0071,2,701.14,0,1402.28
ITEM17285,TXN05740,PROD0258,2,831.68,5,1580.19
ITEM17286,TXN05740,PROD0394,3,985.17,15,2512.18
ITEM17287,TXN05740,PROD0331,3,933.46,5,2660.36
ITEM17288,TXN05741,PROD0460,3,300.07,10,810.19
ITEM17289,TXN05741,PROD0296,1,526.13,5,499.82
ITEM17290,TXN05742,PROD0029,2,214.16,5,406.9
ITEM17291,TXN05743,PROD0430,2,242.74,5,461.21
ITEM17292,TXN05743,PROD0044,3,727.79,0,2183.37
ITEM17293,TXN05744,PROD0040,2,688.9,10,1240.02
ITEM17294,TXN05744,PROD0034,2,636.05,15,1081.28
ITEM17295,TXN05744,PROD0263,3,580.62,0,1741.86
ITEM17296,TXN05744,PROD0086,3,985.11,15,2512.03
ITEM17297,TXN05745,PROD0437,1,473.06,5,449.41
ITEM17298,TXN05746,PROD0319,2,234.95,15,399.41
ITEM17299,TXN05746,PROD0178,1,70.42,10,63.38
ITEM17300,TXN05746,PROD0188,3,346.51,15,883.6
ITEM17301,TXN05747,PROD0145,2,196.61,0,393.22
ITEM17302,TXN05747,PROD0025,1,440.33,0,440.33
ITEM17303,TXN05747,PROD0309,1,314.05,0,314.05
ITEM17304,TXN05747,PROD0251,1,349.16,5,331.7
ITEM17305,TXN05747,PROD0373,1,335.8,5,319.01
ITEM17306,TXN05748,PROD0359,1,530.32,15,450.77
ITEM17307,TXN05748,PROD0140,1,376.43,15,319.97
ITEM17308,TXN05748,PROD0342,3,712.32,10,1923.26
ITEM17309,TXN05749,PROD0443,3,665.78,5,1897.47
ITEM17310,TXN05750,PROD0313,2,965.43,0,1930.86
ITEM17311,TXN05750,PROD0089,2,825.83,0,1651.66
ITEM17312,TXN05750,PROD0492,2,198.97,10,358.15
ITEM17313,TXN05750,PROD0167,3,119.28,5,339.95
ITEM17314,TXN05750,PROD0155,1,308.5,15,262.22
ITEM17315,TXN05751,PROD0212,1,869.86,15,739.38
ITEM17316,TXN05752,PROD0365,1,177.53,5,168.65
ITEM17317,TXN05752,PROD0046,2,76.91,5,146.13
ITEM17318,TXN05752,PROD0089,1,825.83,5,784.54
ITEM17319,TXN05753,PROD0057,1,988.43,0,988.43
ITEM17320,TXN05753,PROD0044,2,727.79,10,1310.02
ITEM17321,TXN05753,PROD0478,1,753.51,10,678.16
ITEM17322,TXN05753,PROD0010,2,692.44,15,1177.15
ITEM17323,TXN05754,PROD0234,2,969.77,5,1842.56
ITEM17324,TXN05754,PROD0087,2,590.32,15,1003.54
ITEM17325,TXN05754,PROD0147,1,23.44,0,23.44
ITEM17326,TXN05754,PROD0448,1,646.64,10,581.98
ITEM17327,TXN05755,PROD0447,3,758.49,15,1934.15
ITEM17328,TXN05755,PROD0350,2,28.0,0,56.0
ITEM17329,TXN05756,PROD0239,2,943.51,10,1698.32
ITEM17330,TXN05756,PROD0044,3,727.79,15,1855.86
ITEM17331,TXN05756,PROD0007,1,890.49,15,756.92
ITEM17332,TXN05756,PROD0055,3,334.48,15,852.92
ITEM17333,TXN05757,PROD0016,2,504.87,15,858.28
ITEM17334,TXN05757,PROD0339,2,853.87,5,1622.35
ITEM17335,TXN05757,PROD0120,2,606.75,15,1031.47
ITEM17336,TXN05757,PROD0186,3,620.38,10,1675.03
ITEM17337,TXN05757,PROD0409,1,290.45,10,261.4
ITEM17338,TXN05758,PROD0306,1,253.88,5,241.19
ITEM17339,TXN05759,PROD0033,3,35.01,0,105.03
ITEM17340,TXN05759,PROD0338,3,154.6,5,440.61
ITEM17341,TXN05759,PROD0236,2,394.5,15,670.65
ITEM17342,TXN05759,PROD0493,2,868.66,10,1563.59
ITEM17343,TXN05760,PROD0484,1,324.55,0,324.55
ITEM17344,TXN05760,PROD0101,3,142.54,5,406.24
ITEM17345,TXN05760,PROD0466,3,736.89,0,2210.67
ITEM17346,TXN05760,PROD0086,3,985.11,0,2955.33
ITEM17347,TXN05760,PROD0018,3,570.66,0,1711.98
ITEM17348,TXN05761,PROD0445,1,482.97,15,410.52
ITEM17349,TXN05761,PROD0001,2,676.71,5,1285.75
ITEM17350,TXN05761,PROD0438,1,560.9,15,476.76
ITEM17351,TXN05762,PROD0234,2,969.77,5,1842.56
ITEM17352,TXN05762,PROD0050,2,95.81,10,172.46
ITEM17353,TXN05762,PROD0281,1,590.35,10,531.32
ITEM17354,TXN05762,PROD0278,3,218.09,15,556.13
ITEM17355,TXN05762,PROD0191,1,968.06,15,822.85
ITEM17356,TXN05763,PROD0061,3,38.73,0,116.19
ITEM17357,TXN05763,PROD0233,3,182.18,0,546.54
ITEM17358,TXN05763,PROD0062,1,745.22,15,633.44
ITEM17359,TXN05763,PROD0089,3,825.83,10,2229.74
ITEM17360,TXN05764,PROD0463,3,556.92,5,1587.22
ITEM17361,TXN05764,PROD0045,2,48.51,0,97.02
ITEM17362,TXN05764,PROD0364,1,544.4,0,544.4
ITEM17363,TXN05764,PROD0145,1,196.61,10,176.95
ITEM17364,TXN05764,PROD0152,2,218.83,5,415.78
ITEM17365,TXN05765,PROD0337,1,118.81,0,118.81
ITEM17366,TXN05766,PROD0287,3,566.71,5,1615.12
ITEM17367,TXN05766,PROD0380,1,291.69,0,291.69
ITEM17368,TXN05766,PROD0402,3,625.74,5,1783.36
ITEM17369,TXN05766,PROD0047,1,344.57,15,292.88
ITEM17370,TXN05766,PROD0088,2,468.3,0,936.6
ITEM17371,TXN05767,PROD0420,1,335.06,15,284.8
ITEM17372,TXN05767,PROD0058,3,589.41,10,1591.41
ITEM17373,TXN05767,PROD0113,1,284.22,5,270.01
ITEM17374,TXN05767,PROD0444,3,767.83,5,2188.32
ITEM17375,TXN05768,PROD0152,1,218.83,15,186.01
ITEM17376,TXN05768,PROD0066,1,941.11,10,847.0
ITEM17377,TXN05768,PROD0349,3,904.34,0,2713.02
ITEM17378,TXN05769,PROD0314,2,103.71,15,176.31
ITEM17379,TXN05769,PROD0047,2,344.57,15,585.77
ITEM17380,TXN05769,PROD0445,2,482.97,5,917.64
ITEM17381,TXN05769,PROD0098,1,682.61,0,682.61
ITEM17382,TXN05769,PROD0479,2,469.22,15,797.67
ITEM17383,TXN05770,PROD0371,2,112.46,10,202.43
ITEM17384,TXN05770,PROD0478,1,753.51,10,678.16
ITEM17385,TXN05771,PROD0207,3,714.14,15,1821.06
ITEM17386,TXN05771,PROD0352,1,217.27,5,206.41
ITEM17387,TXN05772,PROD0284,1,890.71,15,757.1
ITEM17388,TXN05773,PROD0483,3,278.51,0,835.53
ITEM17389,TXN05773,PROD0216,2,132.87,5,252.45
ITEM17390,TXN05773,PROD0226,1,949.27,10,854.34
ITEM17391,TXN05774,PROD0142,2,474.28,15,806.28
ITEM17392,TXN05774,PROD0275,3,607.77,0,1823.31
ITEM17393,TXN05775,PROD0111,2,369.53,5,702.11
ITEM17394,TXN05775,PROD0380,2,291.69,15,495.87
ITEM17395,TXN05775,PROD0445,2,482.97,15,821.05
ITEM17396,TXN05776,PROD0335,1,785.86,15,667.98
ITEM17397,TXN05776,PROD0006,2,313.32,15,532.64
ITEM17398,TXN05776,PROD0040,2,688.9,10,1240.02
ITEM17399,TXN05776,PROD0476,1,615.75,15,523.39
ITEM17400,TXN05777,PROD0009,2,612.95,0,1225.9
ITEM17401,TXN05777,PROD0297,1,514.57,15,437.38
ITEM17402,TXN05777,PROD0253,3,920.19,15,2346.48
ITEM17403,TXN05778,PROD0400,2,344.68,10,620.42
ITEM17404,TXN05778,PROD0218,1,857.14,10,771.43
ITEM17405,TXN05779,PROD0297,3,514.57,0,1543.71
ITEM17406,TXN05780,PROD0385,2,319.77,10,575.59
ITEM17407,TXN05780,PROD0113,3,284.22,5,810.03
ITEM17408,TXN05780,PROD0466,3,736.89,15,1879.07
ITEM17409,TXN05780,PROD0431,1,308.25,15,262.01
ITEM17410,TXN05780,PROD0452,3,826.46,15,2107.47
ITEM17411,TXN05781,PROD0090,1,118.13,15,100.41
ITEM17412,TXN05781,PROD0487,2,231.32,10,416.38
ITEM17413,TXN05781,PROD0150,1,205.02,0,205.02
ITEM17414,TXN05782,PROD0456,1,802.21,5,762.1
ITEM17415,TXN05782,PROD0162,3,232.83,10,628.64
ITEM17416,TXN05782,PROD0051,2,575.22,10,1035.4
ITEM17417,TXN05783,PROD0310,1,23.3,0,23.3
ITEM17418,TXN05783,PROD0197,1,788.47,5,749.05
ITEM17419,TXN05784,PROD0415,3,297.62,0,892.86
ITEM17420,TXN05784,PROD0192,2,458.04,5,870.28
ITEM17421,TXN05785,PROD0316,2,107.12,15,182.1
ITEM17422,TXN05785,PROD0015,1,227.2,5,215.84
ITEM17423,TXN05785,PROD0037,2,875.76,0,1751.52
ITEM17424,TXN05785,PROD0187,3,664.64,10,1794.53
ITEM17425,TXN05785,PROD0079,2,778.86,10,1401.95
ITEM17426,TXN05786,PROD0375,2,608.3,0,1216.6
ITEM17427,TXN05786,PROD0049,1,647.37,10,582.63
ITEM17428,TXN05786,PROD0378,3,904.99,10,2443.47
ITEM17429,TXN05786,PROD0258,3,831.68,5,2370.29
ITEM17430,TXN05787,PROD0353,2,726.42,5,1380.2
ITEM17431,TXN05787,PROD0008,1,256.81,0,256.81
ITEM17432,TXN05787,PROD0154,2,289.31,0,578.62
ITEM17433,TXN05787,PROD0417,2,430.73,5,818.39
ITEM17434,TXN05788,PROD0206,1,108.86,10,97.97
ITEM17435,TXN05788,PROD0319,3,234.95,0,704.85
ITEM17436,TXN05788,PROD0442,1,778.08,5,739.18
ITEM17437,TXN05788,PROD0004,1,972.59,15,826.7
ITEM17438,TXN05789,PROD0135,1,929.4,0,929.4
ITEM17439,TXN05789,PROD0478,2,753.51,5,1431.67
ITEM17440,TXN05789,PROD0280,1,62.79,0,62.79
ITEM17441,TXN05790,PROD0126,1,344.2,5,326.99
ITEM17442,TXN05790,PROD0180,1,775.03,0,775.03
ITEM17443,TXN05790,PROD0085,3,223.01,10,602.13
ITEM17444,TXN05791,PROD0465,1,232.14,5,220.53
ITEM17445,TXN05792,PROD0122,1,264.71,5,251.47
ITEM17446,TXN05792,PROD0347,1,169.97,0,169.97
ITEM17447,TXN05792,PROD0315,2,984.29,0,1968.58
ITEM17448,TXN05792,PROD0427,1,426.03,0,426.03
ITEM17449,TXN05793,PROD0092,3,671.33,5,1913.29
ITEM17450,TXN05794,PROD0003,2,768.81,0,1537.62
ITEM17451,TXN05794,PROD0309,2,314.05,0,628.1
ITEM17452,TXN05794,PROD0300,2,553.53,15,941.0
ITEM17453,TXN05794,PROD0315,2,984.29,5,1870.15
ITEM17454,TXN05795,PROD0118,2,443.64,5,842.92
ITEM17455,TXN05795,PROD0278,2,218.09,15,370.75
ITEM17456,TXN05796,PROD0463,1,556.92,5,529.07
ITEM17457,TXN05796,PROD0223,1,757.35,0,757.35
ITEM17458,TXN05797,PROD0156,1,111.61,15,94.87
ITEM17459,TXN05797,PROD0373,1,335.8,5,319.01
ITEM17460,TXN05797,PROD0470,3,710.9,15,1812.79
ITEM17461,TXN05797,PROD0151,3,657.14,0,1971.42
ITEM17462,TXN05797,PROD0179,2,334.63,15,568.87
ITEM17463,TXN05798,PROD0426,1,496.07,5,471.27
ITEM17464,TXN05798,PROD0358,3,662.42,0,1987.26
